i J' Ka' Kc' inv' F' J" Ka" Kc" inv" F" nu unc fit fit2
942: 15 1 14 0 15 14 0 14 1 14 183.7186400 -0.0003000 0.0001926 0.0002194
943: 15 2 14 0 15 14 1 14 1 14 183.7186400 -0.0003000 0.0001926 0.0002194
944: 15 1 14 1 15 14 0 14 0 14 184.1058800 -0.0003000 -0.0002761 -0.0001978 
945: 15 2 14 1 15 14 1 14 0 14 184.1058800 -0.0003000 -0.0002761 -0.0001978 
946: 15 9 7 0 15 14 8 7 1 14 184.1194900 -0.0003000 0.0000092 0.0000106
947: 15 9 7 1 15 14 8 7 0 14 184.2168100 -0.0003000 0.0005876 0.0005904
948: 14 11 3 0 14 13 10 3 1 13 185.3996100 -0.0003000 -0.0000239 -0.0000787 
949: 14 11 4 0 14 13 10 4 1 13 185.3996100 -0.0003000 -0.0000239 -0.0000787 
950: 14 11 3 1 14 13 10 3 0 13 185.5648900 -0.0003000 0.0001366 0.0001040 
951: 14 11 4 1 14 13 10 4 0 13 185.5648900 -0.0003000 0.0001366 0.0001040 
952: 13 13 0 0 13 12 12 0 1 12 185.8079200 -0.0003000 -0.0003761 -0.0003118 
953: 13 13 1 0 13 12 12 1 1 12 185.8079200 -0.0003000 -0.0003761 -0.0003118 
954: 13 13 0 1 13 12 12 0 0 12 185.9401700 -0.0003000 -0.0005968 -0.0005416 
955: 13 13 1 1 13 12 12 1 0 12 185.9401700 -0.0003000 -0.0005968 -0.0005416 
956: 16 6 10 0 16 15 5 10 1 15 186.4551600 -0.0003000 0.0000240 0.0000313
957: 16 6 10 1 16 15 5 10 0 15 186.6210700 -0.0003000 0.0000854 0.0000766
958: 15 10 6 0 15 14 9 6 1 14 189.1613700 -0.0003000 -0.0001059 -0.0000904
959: 15 10 5 1 15 14 9 6 1 14 189.2647500 -0.0003000 -0.0002255 -0.0002616
960: 15 10 6 0 15 14 9 5 0 14 189.3030200 -0.0003000 0.0001176 0.0001385
961: 15 10 5 0 15 14 9 6 0 14 189.3490800 -0.0003000 -0.0001242 -0.0001189
962: 15 10 5 1 15 14 9 5 0 14 189.4060700 -0.0003000 -0.0003320 -0.0003627
963: 15 10 6 1 15 14 9 6 0 14 189.4300600 -0.0003000 -0.0002895 -0.0003171
964: 16 7 10 0 16 15 6 10 1 15 189.5248100 -0.0003000 0.0000194 0.0000144
965: 16 7 10 1 16 15 6 10 0 15 189.6766700 -0.0003000 -0.0001548 -0.0001510
966: 16 8 9 1 16 15 7 9 0 15 190.1619700 -0.0003000 -0.0000034 -0.0000034
967: 14 12 2 0 14 13 11 2 1 13 190.2835900 -0.0003000 0.0001368 0.0000208 
968: 14 12 3 0 14 13 11 3 1 13 190.2835900 -0.0003000 0.0001368 0.0000208 
969: 16 5 11 0 16 15 4 11 1 15 190.3089300 -0.0003000 0.0002165 0.0002264
970: 14 12 2 1 14 13 11 2 0 13 190.4308400 -0.0003000 -0.0001473 -0.0001071 
971: 14 12 3 1 14 13 11 3 0 13 190.4308400 -0.0003000 -0.0001473 -0.0001071 
972: 16 9 7 0 16 15 8 7 1 15 190.6914200 -0.0003000 0.0000651 0.0000677
973: 16 6 11 0 16 15 5 11 1 15 190.7755800 -0.0003000 -0.0002319 -0.0002231
974: 16 6 11 1 16 15 5 11 0 15 190.9533400 -0.0003000 0.0001122 0.0001196
975: 17 8 9 1 17 16 7 9 0 16 192.1182600 -0.0003000 0.0001782 0.0001460
976: 16 4 12 0 16 15 3 12 1 15 192.2976500 -0.0003000 0.0000151 0.0000266
977: 16 5 12 0 16 15 4 12 1 15 192.3378500 -0.0003000 -0.0002421 -0.0002299
978: 16 4 12 1 16 15 3 12 0 15 192.5076800 -0.0003000 -0.0000085 0.0000161
979: 16 5 12 1 16 15 4 12 0 15 192.5481100 -0.0003000 0.0002157 0.0002430
980: 16 9 8 1 16 15 8 8 0 15 193.3413800 -0.0003000 0.0000681 0.0000640
981: 16 3 13 0 16 15 2 13 1 15 193.6947000 -0.0003000 -0.0002962 -0.0002920 
982: 16 4 13 0 16 15 3 13 1 15 193.6947000 -0.0003000 -0.0002962 -0.0002920 
983: 16 3 13 1 16 15 2 13 0 15 193.9499800 -0.0003000 -0.0002717 -0.0001933 
984: 16 4 13 1 16 15 3 13 0 15 193.9499800 -0.0003000 -0.0002717 -0.0001933 
985: 15 11 4 0 15 14 10 4 1 14 194.4095900 -0.0003000 -0.0001384 -0.0001455 
986: 15 11 5 0 15 14 10 5 1 14 194.4095900 -0.0003000 -0.0001384 -0.0001455 
987: 17 7 10 1 17 16 6 10 0 16 194.4301100 -0.0003000 0.0000799 0.0000432
988: 15 11 4 1 15 14 10 4 0 14 194.5700500 -0.0003000 0.0000969 0.0000166
989: 16 2 14 0 16 15 1 14 1 15 194.8572700 -0.0003000 -0.0002276 -0.0002285 
990: 16 3 14 0 16 15 2 14 1 15 194.8572700 -0.0003000 -0.0002276 -0.0002285 
991: 14 13 1 0 14 13 12 1 1 13 194.9826800 -0.0003000 -0.0000356 -0.0000963 
992: 14 13 2 0 14 13 12 2 1 13 194.9826800 -0.0003000 -0.0000356 -0.0000963 
993: 14 13 1 1 14 13 12 1 0 13 195.1128100 -0.0003000 -0.0004694 -0.0002928 
994: 14 13 2 1 14 13 12 2 0 13 195.1128100 -0.0003000 -0.0004694 -0.0002928 
995: 16 2 14 1 16 15 1 14 0 15 195.1736600 -0.0003000 0.0000786 0.0002266 
996: 16 3 14 1 16 15 2 14 0 15 195.1736600 -0.0003000 0.0000786 0.0002266 
997: 16 1 15 0 16 15 0 15 1 15 195.8897200 -0.0003000 0.0000503 0.0000913 
998: 16 2 15 0 16 15 1 15 1 15 195.8897200 -0.0003000 0.0000503 0.0000913 
999: 16 1 15 1 16 15 0 15 0 15 196.2899600 -0.0003000 -0.0002329 -0.0000709 
1000: 16 2 15 1 16 15 1 15 0 15 196.2899600 -0.0003000 -0.0002329 -0.0000709 
1001: 16 10 7 1 16 15 9 6 1 15 197.8046000 -0.0003000 0.0001371 0.0001392
1002: 16 10 6 1 16 15 9 6 0 15 197.8673500 -0.0003000 -0.0002807 -0.0003081
1003: 17 9 8 1 17 16 8 8 0 16 197.9387800 -0.0003000 -0.0002165 -0.0002487
1004: 16 10 6 0 16 15 9 7 0 15 198.2240900 -0.0003000 -0.0002764 -0.0002749
1005: 15 12 3 0 15 14 11 3 1 14 199.3593200 -0.0003000 0.0000538 -0.0000523 
1006: 15 12 4 0 15 14 11 4 1 14 199.3593200 -0.0003000 0.0000538 -0.0000523 
1007: 14 14 0 0 14 13 13 0 1 13 199.5038100 -0.0003000 -0.0001955 -0.0001526 
1008: 14 14 1 0 14 13 13 1 1 13 199.5038100 -0.0003000 -0.0001955 -0.0001526 
1009: 15 12 3 1 15 14 11 3 0 14 199.5038100 -0.0003000 -0.0001955 -0.0001526 
1010: 15 12 4 1 15 14 11 4 0 14 199.5038100 -0.0003000 -0.0001955 -0.0001526 
1011: 14 14 0 1 14 13 13 0 0 13 199.6175100 -0.0003000 -0.0003198 -0.0003133 
1012: 14 14 1 1 14 13 13 1 0 13 199.6175100 -0.0003000 -0.0003198 -0.0003133 
1013: 17 6 11 1 17 16 5 11 0 16 199.7997200 -0.0003000 -0.0001826 -0.0002260
1014: 17 8 10 0 17 16 7 10 1 16 200.6698800 -0.0003000 -0.0000247 -0.0000695
1015: 17 8 10 1 17 16 7 10 0 16 200.7924200 -0.0003000 0.0008385 0.0008070
1016: 17 7 11 0 17 16 6 11 1 16 201.2071700 -0.0003000 -0.0002468 -0.0002787
1017: 17 5 12 1 17 16 4 12 0 16 202.8010700 -0.0003000 0.0001327 0.0001102
1018: 17 6 12 1 17 16 5 12 0 16 202.9882100 -0.0003000 -0.0000237 -0.0000377
1019: 16 11 5 0 16 15 10 5 1 15 203.3074800 -0.0003000 0.0000144 0.0000755
1020: 16 11 5 1 16 15 10 5 0 15 203.4743900 -0.0003000 0.0003566 0.0002446
1021: 16 11 6 1 16 15 10 6 0 15 203.4837000 -0.0003000 0.0002698 0.0001550
1022: 15 13 2 0 15 14 12 2 1 14 204.1033900 -0.0003000 0.0002862 0.0001183 
1023: 15 13 3 0 15 14 12 3 1 14 204.1033900 -0.0003000 0.0002862 0.0001183 
1024: 15 13 2 1 15 14 12 2 0 14 204.2309900 -0.0003000 -0.0003439 -0.0002597 
1025: 15 13 3 1 15 14 12 3 0 14 204.2309900 -0.0003000 -0.0003439 -0.0002597 
1026: 17 4 13 0 17 16 3 13 1 16 204.3933200 -0.0003000 0.0001814 0.0001441
1027: 17 5 13 0 17 16 4 13 1 16 204.4074900 -0.0003000 0.0001278 0.0000912
1028: 17 4 13 1 17 16 3 13 0 16 204.5985800 -0.0003000 -0.0004891 -0.0004462
1029: 17 3 14 0 17 16 2 14 1 16 205.7674300 -0.0003000 -0.0003606 -0.0004158 
1030: 17 4 14 0 17 16 3 14 1 16 205.7674300 -0.0003000 -0.0003606 -0.0004158 
1031: 17 3 14 1 17 16 2 14 0 16 206.0221800 -0.0003000 0.0001348 0.0002939 
1032: 17 4 14 1 17 16 3 14 0 16 206.0221800 -0.0003000 0.0001348 0.0002939 
1033: 17 2 15 0 17 16 1 15 1 16 206.9576700 -0.0003000 -0.0002401 -0.0002888 
1034: 17 3 15 0 17 16 2 15 1 16 206.9576700 -0.0003000 -0.0002401 -0.0002888 
1035: 17 10 8 0 17 16 9 8 1 16 207.0060300 -0.0003000 0.0001842 0.0001991
1036: 17 1 16 0 17 16 0 16 1 16 208.0384000 -0.0003000 -0.0001495 -0.0000889 
1037: 17 2 16 0 17 16 1 16 1 16 208.0384000 -0.0003000 -0.0001495 -0.0000889 
1038: 16 12 4 0 16 15 11 4 1 15 208.3574400 -0.0003000 -0.0001242 -0.0001473 
1039: 16 12 5 0 16 15 11 5 1 15 208.3574400 -0.0003000 -0.0001242 -0.0001473 
1040: 16 12 4 1 16 15 11 4 0 15 208.4994800 -0.0003000 0.0006163 0.0004303 
1041: 16 12 5 1 16 15 11 5 0 15 208.4994800 -0.0003000 0.0006163 0.0004303 
1042: 15 14 1 0 15 14 13 1 1 14 208.6595000 -0.0003000 -0.0001082 -0.0001013 
1043: 15 14 2 0 15 14 13 2 1 14 208.6595000 -0.0003000 -0.0001082 -0.0001013 
1044: 15 14 1 1 15 14 13 1 0 14 208.7715500 -0.0003000 -0.0004899 -0.0001710 
1045: 15 14 2 1 15 14 13 2 0 14 208.7715500 -0.0003000 -0.0004899 -0.0001710 
1046: 18 6 12 0 18 17 5 12 1 17 212.3600900 -0.0003000 0.0001618 0.0000429
1047: 15 15 0 0 15 14 14 0 1 14 213.0317400 -0.0003000 0.0002110 0.0005241 
1048: 15 15 1 0 15 14 14 1 1 14 213.0317400 -0.0003000 0.0002110 0.0005241 
1049: 15 15 0 1 15 14 14 0 0 14 213.1285800 -0.0003000 0.0011193 0.0010132 
1050: 15 15 1 1 15 14 14 1 0 14 213.1285800 -0.0003000 0.0011193 0.0010132 
1051: 16 13 3 0 16 15 12 3 1 15 213.1597900 -0.0003000 0.0002905 0.0000998 
1052: 16 13 4 0 16 15 12 4 1 15 213.1597900 -0.0003000 0.0002905 0.0000998 
1053: 16 13 3 1 16 15 12 3 0 15 213.2856500 -0.0003000 0.0006517 0.0005182 
1054: 16 13 4 1 16 15 12 4 0 15 213.2856500 -0.0003000 0.0006517 0.0005182 
1055: 18 10 9 1 18 17 9 9 0 17 216.0030200 -0.0003000 -0.0002364 -0.0002988
1056: 17 12 5 1 17 16 11 5 0 16 217.4011700 -0.0003000 0.0007568 0.0004777 
1057: 17 12 6 1 17 16 11 6 0 16 217.4011700 -0.0003000 0.0007568 0.0004777 
1058: 16 14 2 0 16 15 13 2 1 15 217.7591400 -0.0003000 0.0003691 0.0001638 
1059: 16 14 3 0 16 15 13 3 1 15 217.7591400 -0.0003000 0.0003691 0.0001638 
1060: 18 3 15 0 18 17 2 15 1 17 217.8019700 -0.0003000 0.0003273 0.0001253 
1061: 18 4 15 0 18 17 3 15 1 17 217.8019700 -0.0003000 0.0003273 0.0001253 
1062: 16 14 2 1 16 15 13 2 0 15 217.8689900 -0.0003000 -0.0004640 -0.0002983 
1063: 16 14 3 1 16 15 13 3 0 15 217.8689900 -0.0003000 -0.0004640 -0.0002983 
1064: 18 3 15 1 18 17 2 15 0 17 218.0566100 -0.0003000 -0.0002702 0.0000063
1065: 18 4 15 1 18 17 3 15 0 17 218.0566100 -0.0003000 -0.0002702 0.0000063
1066: 18 2 16 0 18 17 1 16 1 17 219.0290300 -0.0003000 -0.0000539 -0.0002088
1067: 18 3 16 0 18 17 2 16 1 17 219.0290300 -0.0003000 -0.0000539 -0.0002088
1068: 18 2 16 1 18 17 1 16 0 17 219.3574400 -0.0003000 -0.0002329 0.0002752 
1069: 18 3 16 1 18 17 2 16 0 17 219.3574400 -0.0003000 -0.0002329 0.0002752 
