Table S7 
Observed and calculated wavenumbers and frequencies of the assigned transitions of ND2H,
ordered by increasing energy.
The vibration quantum number for the upper and lower states of transition, VU and VL,
are in the first and fifth columns; 0 and 1 indicate symmetric and antisymmetric with respect to inversion.
The transitions marked by *** are discarded in the last cycle of refinement.


  VU   JU   KUA  KUC    VL   JL   KLA  KLC    OBS/CM-1     CALC/CM-1   O-C/CM-1       OBS/MHz    O-C/MHz    UNC/MHz
   0    8    7    1      0    7    6    2   109.973225    109.973163   0.000062    3296914.344     1.867     2.998
   0   18   11    8      0   17   12    5   109.988739    109.988875  -0.000136    3297379.442    -4.078     2.998
   0   18   11    7      0   17   12    6   110.000100    110.000214  -0.000114    3297720.036    -3.414     2.998
   1   16    7   10      0   15    8    8   110.075343    110.075307   0.000036    3299975.764     1.094     2.998
   1    8    7    1      0    7    6    1   110.084985    110.084986  -0.000001    3300264.824    -0.034     1.499
   1    8    7    1      0    7    6    1   110.085025    110.084986   0.000039    3300266.023     1.165     2.998
   1   18   11    7      1   17   12    6   110.094439    110.094625  -0.000186    3300548.248    -5.589     2.998
   1    8    7    2      0    7    6    2   110.095100    110.095086   0.000014    3300568.064     0.425     1.499
   1    8    7    2      0    7    6    2   110.095150    110.095086   0.000064    3300569.563     1.924     2.998
   1   18   11    8      0   17   12    6   110.147450    110.147468  -0.000018    3302137.478    -0.553     2.998
   0    9    5    5      1    8    4    5   110.172528    110.172526   0.000002    3302889.297     0.075     1.499
   0    9    5    5      1    8    4    5   110.172584    110.172526   0.000058    3302890.976     1.753     2.998
   0    9    1    8      1    8    0    8   110.253008    110.253008   0.000000    3305302.027     0.003     1.499
   0    9    1    8      1    8    0    8   110.253078    110.253008   0.000070    3305304.126     2.102     2.998
   0    9    2    8      1    8    1    8   110.265305    110.265301   0.000004    3305670.682     0.120     2.998
   0    9    2    8      1    8    1    8   110.265308    110.265301   0.000007    3305670.772     0.210     1.499
   0   21    8   13      1   21    7   15   110.368775    110.368628   0.000147    3308772.634     4.407     2.998
   1    9    5    5      0    8    4    5   110.416701    110.416770  -0.000069    3310209.420    -2.070     2.998
   1    9    5    5      0    8    4    5   110.416779    110.416770   0.000009    3310211.758     0.268     1.499
   1   13    8    6      1   13    5    9   110.432409    110.432216   0.000193    3310680.334     5.794     2.998
   1    9    1    8      0    8    0    8   110.592961    110.592970  -0.000009    3315493.562    -0.283     1.499
   1    9    1    8      0    8    0    8   110.593024    110.592970   0.000054    3315495.450     1.605     2.998
   1    9    2    8      0    8    1    8   110.605187    110.605206  -0.000019    3315860.088    -0.561     1.499
   1    9    2    8      0    8    1    8   110.605255    110.605206   0.000049    3315862.126     1.478     2.998
   1   11    5    7      1   10    4    6   110.655521    110.655492   0.000029    3317369.063     0.868     2.998
   0   11    5    7      0   10    4    6   110.671396    110.671342   0.000054    3317844.984     1.626     1.499
   0   11    5    7      0   10    4    6   110.671451    110.671342   0.000109    3317846.633     3.275     2.998
   0   14    5    9      1   13    6    7   110.898503    110.898673  -0.000170    3324653.480    -5.094    29.979
   0   13    8    5      1   13    5    9   110.917538    110.917489   0.000049    3325224.135     1.462     2.998
   1   13    8    5      0   13    5    9   111.078722    111.078694   0.000028    3330056.310     0.840     2.998
   1   14    5    9      0   13    6    7   111.090340    111.090387  -0.000047    3330404.609    -1.412     1.499
   1   14    5    9      0   13    6    7   111.090491    111.090387   0.000104    3330409.136     3.115     2.998
   0   18    6   13      1   17    7   11   111.246193    111.246145   0.000048    3335076.964     1.435     2.998
   0   19   11    9      1   19    8   11   111.316410    111.316540  -0.000130    3337182.017    -3.884     2.998
   1   18    6   13      0   17    7   11   111.383928    111.384060  -0.000132    3339206.156    -3.946     2.998
   0   14    1   13      0   13    2   12   111.561051    111.561138  -0.000087    3344516.170    -2.602     1.499
   0   14    2   13      0   13    1   12   111.561051    111.561138  -0.000087    3344516.170    -2.602     1.499
   0   14    2   13      0   13    1   12   111.561228    111.561138   0.000090    3344521.476     2.705     2.998
   0   14    1   13      0   13    2   12   111.561228    111.561138   0.000090    3344521.476     2.705     2.998
   1   14    2   13      1   13    1   12   111.564365    111.564351   0.000014    3344615.521     0.434     2.998
   1   14    1   13      1   13    2   12   111.564365    111.564351   0.000014    3344615.521     0.434     2.998
   1    7    3    5      1    6    0    6   111.668092    111.668012   0.000080    3347725.178     2.397     2.998
   0    7    3    5      0    6    0    6   111.696482    111.696466   0.000016    3348576.289     0.493     2.998
   0   18    6   12      1   18    5   14   111.984988    111.985218  -0.000230    3357225.481    -6.905     2.998
   0   14    4   11      1   14    1   13   112.203065    112.203085  -0.000020    3363763.265    -0.597     2.998
   1   14    3   11      0   14    2   13   112.466882    112.466974  -0.000092    3371672.300    -2.770     2.998
   0   15    5   10      1   14    6    8   112.489220    112.489225  -0.000005    3372341.976    -0.137     2.998
   1   14    4   11      0   14    1   13   112.491021    112.491046  -0.000025    3372395.969    -0.756     2.998
   1    9    6    4      1    8    5    3   112.505856    112.505867  -0.000011    3372840.711    -0.323     1.499
   1    9    6    4      1    8    5    3   112.505937    112.505867   0.000070    3372843.139     2.105     2.998
   0    9    6    4      0    8    5    3   112.527591    112.527515   0.000076    3373492.310     2.277     2.998
   0   16    5   11      1   15    6    9   112.570731    112.570730   0.000001    3374785.615     0.025     2.998
   0   17    5   12      1   16    6   10   112.596543    112.596481   0.000062    3375559.439     1.853     2.998
   0    7    4    3      1    6    1    5   112.622233    112.622294  -0.000061    3376329.606    -1.829     2.998
   1   15    5   10      0   14    6    8   112.669663    112.669678  -0.000015    3377751.521    -0.447     2.998
   1   16    5   11      0   15    6    9   112.738785    112.738781   0.000004    3379823.747     0.106     2.998
   1   17    5   12      0   16    6   10   112.751866    112.751856   0.000010    3380215.905     0.312     2.998
   0   17    9    9      1   16   10    7   112.868155    112.868109   0.000046    3383702.162     1.367     2.998
   0    9    6    3      1    8    5    3   112.908839    112.908811   0.000028    3384921.837     0.839     1.499
   0    9    6    3      1    8    5    3   112.908877    112.908811   0.000066    3384922.977     1.978     2.998
   1    7    4    3      0    6    1    5   112.916755    112.916766  -0.000011    3385159.153    -0.316     1.499
   1    7    4    3      0    6    1    5   112.916775    112.916766   0.000009    3385159.753     0.283     2.998
   0   18    7   12      1   18    4   14   112.939961    112.939730   0.000231    3385854.851     6.912    29.979
   0   17    9    9      0   16   10    6   113.016070    113.016069   0.000001    3388136.542     0.037     2.998
   1   17    9    9      0   16   10    7   113.077930    113.078093  -0.000163    3389991.058    -4.895     2.998
   1    9    6    3      0    8    5    3   113.120082    113.120086  -0.000004    3391254.743    -0.115     1.499
   1    9    6    3      0    8    5    3   113.120123    113.120086   0.000037    3391255.972     1.114     2.998
   0   18    5   13      1   17    6   11   113.311434    113.311503  -0.000069    3396991.332    -2.055     2.998
   0   11    9    3      1   11    6    5   113.324708    113.324720  -0.000012    3397389.276    -0.371     2.998
   1   11    9    2      1   11    6    5   113.425503    113.425631  -0.000128    3400411.034    -3.839     2.998
   1   11    9    3      0   11    6    5   113.523287    113.523347  -0.000060    3403342.525    -1.802     2.998
   1   13    3   10      1   12    4    9   113.777278    113.777283  -0.000005    3410956.984    -0.160     1.499
   1   13    3   10      1   12    4    9   113.777471    113.777283   0.000188    3410962.770     5.626     2.998
   0   13    3   10      0   12    4    9   113.779180    113.779244  -0.000064    3411014.004    -1.905     1.499
   0   13    3   10      0   12    4    9   113.779279    113.779244   0.000035    3411016.972     1.063     2.998
   0   19    6   14      1   18    7   12   113.825073    113.825234  -0.000161    3412389.842    -4.815     2.998
   1   19    6   14      0   18    7   12   113.956058    113.956200  -0.000142    3416316.673    -4.248    29.979
   0    9    6    4      1    8    5    4   113.962206    113.962168   0.000038    3416500.986     1.146     2.998
   1   13    4   10      1   12    3    9   114.054802    114.054817  -0.000015    3419276.944    -0.453     1.499
   1   13    4   10      1   12    3    9   114.054824    114.054817   0.000007    3419277.603     0.207     2.998
   0   13    4   10      0   12    3    9   114.057794    114.057809  -0.000015    3419366.642    -0.454     2.998
   0   13    4   10      0   12    3    9   114.057856    114.057809   0.000047    3419368.500     1.405     1.499
   0   15    0   15      0   14    1   14   114.061644    114.061625   0.000019    3419482.062     0.583     1.499
   0   15    1   15      0   14    0   14   114.061644    114.061625   0.000019    3419482.062     0.583     1.499
   0   15    1   15      0   14    0   14   114.061698    114.061625   0.000073    3419483.681     2.202     2.998
   0   15    0   15      0   14    1   14   114.061698    114.061625   0.000073    3419483.681     2.202     2.998
   1   15    0   15      1   14    1   14   114.070125    114.070064   0.000061    3419736.316     1.822     2.998
   1   15    1   15      1   14    0   14   114.070125    114.070064   0.000061    3419736.316     1.822     2.998
   1   15    0   15      1   14    1   14   114.070141    114.070064   0.000077    3419736.795     2.302     1.499
   1   15    1   15      1   14    0   14   114.070141    114.070064   0.000077    3419736.795     2.302     1.499
   0   14    6    8      1   13    7    6   114.133429    114.133566  -0.000137    3421634.122    -4.097     1.499
   0   14    6    8      1   13    7    6   114.133515    114.133566  -0.000051    3421636.700    -1.519     2.998
   1    9    6    4      0    8    5    4   114.171330    114.171347  -0.000017    3422770.365    -0.511     1.499
   1    9    6    4      0    8    5    4   114.171408    114.171347   0.000061    3422772.704     1.827     2.998
   1   14    6    8      0   13    7    6   114.305561    114.305537   0.000024    3426794.510     0.721     2.998
   0   13    2   11      1   13    1   13   114.317113    114.317158  -0.000045    3427140.830    -1.360     2.998
   0   13    3   11      1   13    0   13   114.320322    114.320410  -0.000088    3427237.033    -2.639     2.998
   1    9    5    4      1    8    4    5   114.504738    114.504714   0.000024    3432765.686     0.714     2.998
   1    9    5    4      1    8    4    5   114.504831    114.504714   0.000117    3432768.474     3.503     1.499
   0    9    5    4      0    8    4    5   114.518554    114.518491   0.000063    3433179.879     1.902     2.998
