Table S7 
Observed and calculated wavenumbers and frequencies of the assigned transitions of ND2H,
ordered by increasing energy.
The vibration quantum number for the upper and lower states of transition, VU and VL,
are in the first and fifth columns; 0 and 1 indicate symmetric and antisymmetric with respect to inversion.
The transitions marked by *** are discarded in the last cycle of refinement.


  VU   JU   KUA  KUC    VL   JL   KLA  KLC    OBS/CM-1     CALC/CM-1   O-C/CM-1       OBS/MHz    O-C/MHz    UNC/MHz
   0   18    2   17      0   17    1   16   140.839739    140.839839  -0.000100    4222269.154    -3.001     2.998
   0   18    1   17      0   17    2   16   140.839739    140.839839  -0.000100    4222269.154    -3.001     2.998
   1   18    2   17      1   17    1   16   140.845609    140.845517   0.000092    4222445.132     2.759     2.998
   1   18    1   17      1   17    2   16   140.845609    140.845517   0.000092    4222445.132     2.759     2.998
   1    7    6    2      0    6    3    4   140.951769    140.951280   0.000489    4225627.729    14.653    29.979
   0   17    4   14      1   17    1   16   140.964748    140.964783  -0.000035    4226016.829    -1.044     2.998
   1   15    6   10      1   14    5    9   140.988789    140.988713   0.000076    4226737.560     2.279    29.979
   0   15    6   10      0   14    5    9   140.999761    140.999769  -0.000008    4227066.493    -0.252     2.998
   1    6    5    1      0    5    0    5   141.117818    141.117909  -0.000091    4230605.753    -2.719     2.998
   0    9    5    4      1    8    2    6   141.195410    141.195383   0.000027    4232931.902     0.817     1.499
   0    9    5    4      1    8    2    6   141.195444    141.195383   0.000061    4232932.922     1.836     2.998
   1   17    3   14      0   17    2   16   141.261669    141.261572   0.000097    4234918.297     2.922     2.998
   1   17    4   14      0   17    1   16   141.261669    141.261572   0.000097    4234918.297     2.922     2.998
   1   10    4    6      0   10    1   10   141.418146    141.417960   0.000186    4239609.360     5.580     2.998
   1    9    5    4      0    8    2    6   141.458523    141.458540  -0.000017    4240819.832    -0.517     1.499
   1    9    5    4      0    8    2    6   141.458643    141.458540   0.000103    4240823.429     3.080     2.998
   1   17   11    6      0   17    8   10   142.206690    142.206617   0.000073    4263249.314     2.192     2.998
   0   12    4    8      1   11    3    8   142.384259    142.383658   0.000601    4268572.699    18.007    29.979
   0   11    8    3      1   10    7    3   142.585204    142.585204   0.000000    4274596.878    -0.007     1.499
   0   11    8    3      1   10    7    3   142.585307    142.585204   0.000103    4274599.966     3.081     2.998
   1   12    4    8      0   11    3    8   142.621531    142.621536  -0.000005    4275685.934    -0.148     1.499
   1   12    4    8      0   11    3    8   142.621631    142.621536   0.000095    4275688.932     2.850     2.998
   0   11    8    4      1   10    7    4   142.628990    142.629004  -0.000014    4275909.549    -0.428     1.499
   0   11    8    4      1   10    7    4   142.629100    142.629004   0.000096    4275912.847     2.870     2.998
   1   10    4    6      1    9    3    7   142.641040    142.641097  -0.000057    4276270.799    -1.699     2.998
   0   10    4    6      0    9    3    7   142.658261    142.658261   0.000000    4276787.072     0.003     2.998
   1   11    8    4      1   10    7    3   142.681309    142.681296   0.000013    4277478.034     0.389     2.998
   1   11    8    4      1   10    7    3   142.681310    142.681296   0.000014    4277478.064     0.419     1.499
   0   11    8    4      0   10    7    3   142.737867    142.737859   0.000008    4279173.600     0.234     1.499
   0   11    8    4      0   10    7    3   142.737953    142.737859   0.000094    4279176.178     2.812     2.998
   1   11    8    3      1   10    7    4   142.759510    142.759502   0.000008    4279822.441     0.239     1.499
   1   11    8    3      1   10    7    4   142.759606    142.759502   0.000104    4279825.319     3.117     2.998
   0   11    8    3      0   10    7    4   142.815846    142.815813   0.000033    4281511.351     1.002     1.499
   0   11    8    3      0   10    7    4   142.815855    142.815813   0.000042    4281511.621     1.272     2.998
   1   12    7    6      1   11    6    5   142.825277    142.825289  -0.000012    4281794.086    -0.362     1.499
   1   12    7    6      1   11    6    5   142.825289    142.825289   0.000000    4281794.445    -0.002     2.998
   0   12    7    6      0   11    6    5   142.847892    142.847830   0.000062    4282472.066     1.867     2.998
   1   11    8    3      0   10    7    3   142.868316    142.868357  -0.000041    4283084.362    -1.228     2.998
   1   11    8    4      0   10    7    4   142.911875    142.911904  -0.000029    4284390.228    -0.880     2.998
   1   11    8    4      0   10    7    4   142.911893    142.911904  -0.000011    4284390.768    -0.341     1.499
   0   16   11    6      0   16    8    9   143.007664    143.007425   0.000239    4287261.910     7.164     2.998
   1   16   11    5      0   16    8    9   143.083370    143.083593  -0.000223    4289531.519    -6.692     2.998
   0   17    3   14      0   16    4   13   143.114803    143.114921  -0.000118    4290473.857    -3.531     2.998
   1   17    3   14      1   16    4   13   143.114803    143.114921  -0.000118    4290473.857    -3.531     2.998
   0   17    4   14      0   16    3   13   143.118767    143.118727   0.000040    4290592.694     1.188     2.998
   0   16    3   14      1   16    0   16   143.277792    143.277946  -0.000154    4295360.144    -4.614     2.998
   0   16    2   14      1   16    1   16   143.277792    143.277946  -0.000154    4295360.144    -4.614     2.998
   0   10   10    0      1    9    9    0   143.788453    143.788467  -0.000014    4310669.376    -0.422     1.499
   0   10   10    1      1    9    9    1   143.788453    143.788467  -0.000014    4310669.376    -0.422     1.499
   0   10   10    0      1    9    9    0   143.788521    143.788467   0.000054    4310671.414     1.616     2.998
   0   10   10    1      1    9    9    1   143.788521    143.788467   0.000054    4310671.414     1.616     2.998
   1   10   10    1      1    9    9    0   143.880395    143.880415  -0.000020    4313425.728    -0.607     1.499
   1   10   10    0      1    9    9    1   143.880395    143.880415  -0.000020    4313425.728    -0.607     1.499
   0   10   10    1      0    9    9    0   143.891591    143.891574   0.000017    4313761.375     0.508     1.499
   0   10   10    0      0    9    9    1   143.891591    143.891574   0.000017    4313761.375     0.508     1.499
   1   21   11   10      1   20   12    9   143.954991    143.954836   0.000155    4315662.059     4.651     2.998
   1   10   10    1      0    9    9    1   143.983548    143.983522   0.000026    4316518.177     0.772     1.499
   1   10   10    0      0    9    9    0   143.983548    143.983522   0.000026    4316518.177     0.772     1.499
   1   10   10    1      0    9    9    1   143.983615    143.983522   0.000093    4316520.185     2.781     2.998
   1   10   10    0      0    9    9    0   143.983615    143.983522   0.000093    4316520.185     2.781     2.998
   0   12    5    8      1   11    4    8   144.008855    144.008861  -0.000006    4317276.861    -0.169     1.499
   0   12    5    8      1   11    4    8   144.008886    144.008861   0.000025    4317277.791     0.760     2.998
   0   20   10   10      1   19   11    8   144.056805    144.056642   0.000163    4318714.366     4.897     2.998
   1   16    8    8      0   16    5   12   144.129925    144.129696   0.000229    4320906.449     6.879     2.998
   0   12    8    5      1   12    3    9   144.139660    144.139775  -0.000115    4321198.297    -3.439     2.998
   1   12    5    8      0   11    4    8   144.239467    144.239460   0.000007    4324190.435     0.222     1.499
   1   12    5    8      0   11    4    8   144.239490    144.239460   0.000030    4324191.125     0.911     2.998
   0   12    6    7      1   11    5    7   144.255916    144.255931  -0.000015    4324683.564    -0.453     1.499
   0   12    6    7      1   11    5    7   144.256002    144.255931   0.000071    4324686.142     2.125     2.998
   0   12    7    5      1   11    6    5   144.407990    144.408033  -0.000043    4329242.628    -1.287     1.499
   0   12    7    5      1   11    6    5   144.408129    144.408033   0.000096    4329246.795     2.880     2.998
   1   12    6    7      0   11    5    7   144.458206    144.458202   0.000004    4330748.066     0.118     1.499
   1   12    6    7      0   11    5    7   144.458217    144.458202   0.000015    4330748.395     0.448     2.998
   1   12    7    5      0   11    6    5   144.584017    144.584029  -0.000012    4334519.784    -0.351     1.499
   1   12    7    5      0   11    6    5   144.584134    144.584029   0.000105    4334523.292     3.157     2.998
   0   15   11    5      0   15    8    8   144.600977    144.600874   0.000103    4335028.232     3.087     2.998
   0   16    6   10      0   15    7    9   144.635111    144.635067   0.000044    4336051.544     1.323     2.998
   1   16    6   10      1   15    7    9   144.641936    144.641946  -0.000010    4336256.152    -0.303     2.998
   1   16    5   11      1   15    6   10   144.726344    144.726412  -0.000068    4338786.641    -2.032     2.998
   0   16    5   11      0   15    6   10   144.728395    144.728138   0.000257    4338848.128     7.698    29.979
   0   20    5   15      1   20    4   17   144.750286    144.750451  -0.000165    4339504.404    -4.955     2.998
   0   14   11    4      1   14    8    6   144.774563    144.774563   0.000000    4340232.210     0.000     2.998
   0   12    3    9      1   11    2    9   144.885088    144.885121  -0.000033    4343545.666    -0.989     2.998
   0   12    3    9      1   11    2    9   144.885120    144.885121  -0.000001    4343546.625    -0.029     1.499
   1   20    5   15      0   20    4   17   144.929266    144.929137   0.000129    4344870.089     3.867     2.998
   0   12    4    9      1   11    3    9   145.057708    145.057735  -0.000027    4348720.683    -0.820     2.998
   0   12    4    9      1   11    3    9   145.057734    145.057735  -0.000001    4348721.463    -0.040     1.499
   1    9    2    7      1    8    1    8   145.127449    145.127489  -0.000040    4350811.466    -1.212     2.998
   1   12    3    9      0   11    2    9   145.147719    145.147713   0.000006    4351419.145     0.172     1.499
   1   12    3    9      0   11    2    9   145.147777    145.147713   0.000064    4351420.884     1.911     2.998
   0    9    2    7      0    8    1    8   145.163591    145.163586   0.000005    4351894.976     0.148     2.998
   0   18    8   10      1   17    9    8   145.200415    145.200432  -0.000017    4352998.932    -0.524     2.998
   1   18    8   10      0   17    9    8   145.305431    145.305531  -0.000100    4356147.232    -2.994     2.998
   1   12    4    9      0   11    3    9   145.319376    145.319448  -0.000072    4356565.293    -2.151     1.499
   1   12    4    9      0   11    3    9   145.319576    145.319448   0.000128    4356571.288     3.845     2.998
   0   19    9   10      1   18   10    8   145.333489    145.333469   0.000020    4356988.390     0.593     2.998
   1   19    9   10      0   18   10    8   145.408374    145.408369   0.000005    4359233.386     0.162     2.998
   1    9    3    7      1    8    0    8   145.434782    145.434721   0.000061    4360025.077     1.826     2.998
   0    9    3    7      0    8    0    8   145.471778    145.471773   0.000005    4361134.190     0.146     2.998
   1    9    6    4      1    8    3    5   145.539808    145.539886  -0.000078    4363173.678    -2.335     2.998
   0    9    6    4      0    8    3    5   145.586037    145.586084  -0.000047    4364559.588    -1.408     2.998
   0   18    2   16      0   17    3   15   145.627551    145.627540   0.000011    4365804.147     0.343     2.998
   0   18    3   16      0   17    2   15   145.627551    145.627540   0.000011    4365804.147     0.343     2.998
   1   18    3   16      1   17    2   15   145.629282    145.629349  -0.000067    4365856.041    -2.023     2.998
   1   18    2   16      1   17    3   15   145.629282    145.629349  -0.000067    4365856.041    -2.023     2.998
   0    9    6    3      1    8    3    5   145.942886    145.942830   0.000056    4375257.652     1.675     1.499
   0    9    6    3      1    8    3    5   145.942895    145.942830   0.000065    4375257.922     1.945     2.998
   0   12    2   10      1   11    1   10   146.160830    146.160801   0.000029    4381791.449     0.874     1.499
   0   12    2   10      1   11    1   10   146.160939    146.160801   0.000138    4381794.717     4.142     2.998
   0   12    3   10      1   11    2   10   146.170423    146.170404   0.000019    4382079.040     0.569     1.499
   0   12    3   10      1   11    2   10   146.170497    146.170404   0.000093    4382081.258     2.788     2.998
   1    9    6    3      0    8    3    5   146.178677    146.178655   0.000022    4382326.489     0.667     1.499
   1    9    6    3      0    8    3    5   146.178710    146.178655   0.000055    4382327.478     1.656     2.998
   0   14   11    3      1   14    8    7   146.388163    146.388205  -0.000042    4388606.721    -1.261     2.998
   0   23    8   16      1   22    9   14   146.404443    146.404634  -0.000191    4389094.783    -5.738     2.998
   1   12    2   10      0   11    1   10   146.463581    146.463577   0.000004    4390867.696     0.128     1.499
   1   12    2   10      0   11    1   10   146.463604    146.463577   0.000027    4390868.385     0.817     2.998
   1   12    3   10      0   11    2   10   146.473115    146.473123  -0.000008    4391153.518    -0.244     1.499
   1   12    3   10      0   11    2   10   146.473143    146.473123   0.000020    4391154.357     0.595     2.998
   0   18    7   11      1   17    8    9   146.511800    146.511785   0.000015    4392313.265     0.444     2.998
   1   18    7   11      0   17    8    9   146.637717    146.637711   0.000006    4396088.161     0.171     2.998
   1   16    6   11      1   15    5   10   146.769479    146.769483  -0.000004    4400038.287    -0.115     2.998
   0   16    6   11      0   15    5   10   146.777165    146.777166  -0.000001    4400268.707    -0.018     2.998
   0   21    9   13      1   20   10   11   146.920373    146.920207   0.000166    4404561.975     4.963     2.998
   1   21    9   13      0   20   10   11   146.977947    146.978043  -0.000096    4406288.000    -2.888     2.998
   0   12    7    6      1   11    6    6   147.064109    147.064099   0.000010    4408871.072     0.296     1.499
   0   12    7    6      1   11    6    6   147.064172    147.064099   0.000073    4408872.961     2.184     2.998
   0   12    2   11      1   11    1   11   147.078278    147.078317  -0.000039    4409295.848    -1.156     1.499
   0   12    1   11      1   11    0   11   147.078278    147.078317  -0.000039    4409295.848    -1.156     1.499
   0   12    2   11      1   11    1   11   147.078306    147.078317  -0.000011    4409296.687    -0.317     2.998
   0   12    1   11      1   11    0   11   147.078306    147.078317  -0.000011    4409296.687    -0.317     2.998
   1   12    7    6      0   11    6    6   147.234045    147.234029   0.000016    4413965.625     0.478     1.499
   1   12    7    6      0   11    6    6   147.234079    147.234029   0.000050    4413966.644     1.498     2.998
   1   12    1   11      0   11    0   11   147.436385    147.436363   0.000022    4420031.626     0.666     2.998
   1   12    2   11      0   11    1   11   147.436385    147.436363   0.000022    4420031.626     0.666     2.998
   1   12    1   11      0   11    0   11   147.436408    147.436363   0.000045    4420032.315     1.355     1.499
   1   12    2   11      0   11    1   11   147.436408    147.436363   0.000045    4420032.315     1.355     1.499
   0   13   11    2      0   13    8    5   147.668675    147.668881  -0.000206    4426995.505    -6.177     2.998
   1   13   11    3      0   13    8    5   147.747554    147.747604  -0.000050    4429360.238    -1.513     2.998
   1   11    5    6      1   10    4    7   147.789806    147.789810  -0.000004    4430626.921    -0.125     2.998
   0   11    5    6      0   10    4    7   147.802121    147.802075   0.000046    4430996.115     1.392     2.998
   1   17    4   13      1   16    5   12   147.880862    147.880901  -0.000039    4433356.711    -1.161     2.998
   0   17    4   13      0   16    5   12   147.883464    147.883469  -0.000005    4433434.717    -0.160     2.998
   0   11    9    2      1   10    8    2   147.922060    147.921955   0.000105    4434591.796     3.157     2.998
   0   11    9    3      1   10    8    3   147.924640    147.924509   0.000131    4434669.142     3.915     2.998
   1   13    7    7      1   12    6    6   147.935163    147.935132   0.000031    4434984.614     0.923     2.998
   1   17    5   13      1   16    4   12   147.945550    147.945628  -0.000078    4435296.008    -2.349     2.998
   0   17    5   13      0   16    4   12   147.948477    147.948489  -0.000012    4435383.758    -0.360     2.998
   0   13    7    7      0   12    6    6   147.958889    147.958879   0.000010    4435695.902     0.312     2.998
   1   11    9    3      1   10    8    2   148.021904    148.021857   0.000047    4437585.044     1.403     1.499
   1   11    9    3      1   10    8    2   148.021944    148.021857   0.000087    4437586.243     2.603     2.998
   1   11    9    2      1   10    8    3   148.025433    148.025420   0.000013    4437690.841     0.387     2.998
   1   11    9    2      1   10    8    3   148.025474    148.025420   0.000054    4437692.070     1.616     1.499
   0   11    9    3      0   10    8    2   148.033081    148.033090  -0.000009    4437920.122    -0.278     1.499
   0   11    9    3      0   10    8    2   148.033131    148.033090   0.000041    4437921.621     1.221     2.998
   0   11    9    2      0   10    8    3   148.036506    148.036642  -0.000136    4438022.801    -4.071     1.499
   0   11    9    2      0   10    8    3   148.036617    148.036642  -0.000025    4438026.128    -0.743     2.998
   0   19    1   18      0   18    2   17   148.105367    148.105594  -0.000227    4440087.202    -6.818     2.998
   0   19    2   18      0   18    1   17   148.105367    148.105594  -0.000227    4440087.202    -6.818     2.998
   1   19    1   18      1   18    2   17   148.111857    148.111987  -0.000130    4440281.767    -3.909     2.998
   1   19    2   18      1   18    1   17   148.111857    148.111987  -0.000130    4440281.767    -3.909     2.998
   1   11    9    2      0   10    8    2   148.134012    148.134001   0.000011    4440945.957     0.331     1.499
   1   11    9    2      0   10    8    2   148.134037    148.134001   0.000036    4440946.707     1.080     2.998
   1   11    9    3      0   10    8    3   148.136572    148.136544   0.000028    4441022.704     0.831     1.499
   1   11    9    3      0   10    8    3   148.136662    148.136544   0.000118    4441025.402     3.529     2.998
   0   13    6    7      1   12    5    7   148.146466    148.146468  -0.000002    4441319.319    -0.056     2.998
   0   13    6    7      1   12    5    7   148.146474    148.146468   0.000006    4441319.558     0.184     1.499
   0   21    7   14      1   20    8   12   148.227329    148.227574  -0.000245    4443743.530    -7.357     2.998
   0    8    3    5      1    7    0    7   148.262254    148.262285  -0.000031    4444790.556    -0.934     2.998
   1   13   11    2      0   13    8    6   148.289651    148.289619   0.000032    4445611.897     0.968     2.998
   1   13    6    7      0   12    5    7   148.352634    148.352634   0.000000    4447500.080    -0.006     1.499
   1   13    6    7      0   12    5    7   148.352656    148.352634   0.000022    4447500.739     0.654     2.998
   1    8    3    5      0    7    0    7   148.579696    148.579638   0.000058    4454307.227     1.728     2.998
   0    8    5    4      1    7    2    6   148.743751    148.743722   0.000029    4459225.472     0.883     2.998
   1   12    7    5      1   11    6    6   148.800273    148.800298  -0.000025    4460919.959    -0.753     2.998
   0   12    7    5      0   11    6    6   148.816757    148.816773  -0.000016    4461414.137    -0.477     1.499
   0   12    7    5      0   11    6    6   148.816837    148.816773   0.000064    4461416.536     1.921     2.998
   1   17    7   10      1   16    8    9   148.903041    148.903009   0.000032    4464000.867     0.948     2.998
   0   19    7   12      1   18    8   10   148.996705    148.996748  -0.000043    4466808.843    -1.275     2.998
   0   20    7   13      1   19    8   11   149.008634    149.008653  -0.000019    4467166.465    -0.561     2.998
   1    8    5    4      0    7    2    6   149.017737    149.017699   0.000038    4467439.366     1.136     2.998
   1   18    8   10      1   17    9    9   149.042497    149.042406   0.000091    4468181.652     2.724     2.998
   1   20    7   13      0   19    8   11   149.112623    149.112787  -0.000164    4470283.977    -4.925     2.998
   1   19    7   12      0   18    8   10   149.112698    149.112590   0.000108    4470286.225     3.242     2.998
   1   12    7    6      0   12    2   10   149.180986    149.181267  -0.000281    4472333.448    -8.426     2.998
   0   10    5    6      1   10    0   10   149.313270    149.313299  -0.000029    4476299.223    -0.860     2.998
   0   12   11    2      1   12    8    4   149.492355    149.492478  -0.000123    4481668.056    -3.675     2.998
   0   12   11    1      1   12    8    5   149.541601    149.541325   0.000276    4483144.414     8.266     2.998
   0   12   11    1      0   12    8    4   149.668807    149.669093  -0.000286    4486957.954    -8.583     2.998
   1   12   11    2      0   12    8    4   149.749385    149.749122   0.000263    4489373.621     7.899     2.998
   0    6    6    1      0    5    1    4   150.239450    150.239218   0.000232    4504065.400     6.941     2.998
   0   18    3   15      0   17    4   14   150.381002    150.381079  -0.000077    4508309.023    -2.306     2.998
   1   18    4   15      1   17    3   14   150.381002    150.381079  -0.000077    4508309.023    -2.306     2.998
   0   18    4   15      0   17    3   14   150.381563    150.381950  -0.000387    4508325.841   -11.599    29.979
   0    8    5    3      0    7    2    6   150.452371    150.452352   0.000019    4510448.611     0.574     2.998
   0   18    4   15      1   18    1   17   150.500449    150.500300   0.000149    4511889.954     4.458     2.998
   0   18    3   15      1   18    2   17   150.500449    150.500300   0.000149    4511889.954     4.458     2.998
   1   10    5    6      1    9    2    7   151.142643    151.142702  -0.000059    4531142.445    -1.759     2.998
   0   10    5    6      0    9    2    7   151.174428    151.174358   0.000070    4532095.336     2.106     2.998
   0   13    5    8      1   12    4    8   151.254179    151.254125   0.000054    4534486.211     1.605     2.998
   0   12    8    4      1   11    7    4   151.343092    151.343081   0.000011    4537151.755     0.323     1.499
   0   12    8    4      1   11    7    4   151.343098    151.343081   0.000017    4537151.935     0.503     2.998
   0   12    8    5      0   11    7    4   151.370480    151.370482  -0.000002    4537972.827    -0.072     2.998
   1   13    5    8      0   12    4    8   151.469023    151.469009   0.000014    4540927.072     0.406     2.998
   1   13    5    8      0   12    4    8   151.469051    151.469009   0.000042    4540927.911     1.246     1.499
   1   12    8    5      1   11    7    4   151.470816    151.470849  -0.000033    4540980.824    -0.996     1.499
   1   12    8    5      1   11    7    4   151.470986    151.470849   0.000137    4540985.921     4.101     2.998
   1   14    7    8      1   13    6    7   151.575243    151.575226   0.000017    4544111.467     0.502     2.998
   1   12    8    4      0   11    7    4   151.595701    151.595717  -0.000016    4544724.783    -0.470     1.499
   1   12    8    4      0   11    7    4   151.595760    151.595717   0.000043    4544726.551     1.299     2.998
   0   14    7    8      0   13    6    7   151.598694    151.598780  -0.000086    4544814.510    -2.578     2.998
   0   12    8    5      1   11    7    5   151.829109    151.828963   0.000146    4551722.178     4.376     1.499
   0   12    8    5      1   11    7    5   151.829291    151.828963   0.000328    4551727.635     9.832    29.979
   0   12    8    4      0   11    7    5   151.952875    151.952865   0.000010    4555432.590     0.289     1.499
   0   12    8    4      0   11    7    5   151.952973    151.952865   0.000108    4555435.528     3.227     2.998
   1   12    8    4      1   11    7    5   152.054254    152.054197   0.000057    4558471.856     1.699     2.998
   1   12    8    5      0   11    7    5   152.080628    152.080633  -0.000005    4559262.528    -0.160     1.499
   1   12    8    5      0   11    7    5   152.080747    152.080633   0.000114    4559266.096     3.407     2.998
   0   13    7    6      1   12    6    6   152.111555    152.111557  -0.000002    4560189.696    -0.072     1.499
   0   13    7    6      1   12    6    6   152.111559    152.111557   0.000002    4560189.816     0.048     2.998
   0    8    6    3      1    7    3    5   152.197984    152.197950   0.000034    4562780.773     1.027     2.998
   1   13    7    6      0   12    6    6   152.289451    152.289448   0.000003    4565522.884     0.094     1.499
   1   13    7    6      0   12    6    6   152.289580    152.289448   0.000132    4565526.752     3.962     2.998
   0    8    6    2      0    7    3    5   152.410637    152.410658  -0.000021    4569155.949    -0.617     2.998
   1    8    6    2      1    7    3    5   152.424119    152.424338  -0.000219    4569560.129    -6.563     2.998
   1   17    5   12      1   16    6   11   152.437373    152.437434  -0.000061    4569957.474    -1.840     2.998
   0   17    5   12      0   16    6   11   152.440257    152.440217   0.000040    4570043.934     1.209     2.998
   1    8    6    3      0    7    3    5   152.502893    152.502897  -0.000004    4571921.714    -0.107     2.998
   0   13    8    6      1   13    3   10   152.695758    152.695787  -0.000029    4577703.662    -0.867     2.998
   0   12    9    4      1   12    4    8   152.754033    152.754189  -0.000156    4579450.702    -4.678     2.998
   1   12    9    3      1   12    4    8   152.856486    152.856314   0.000172    4582522.166     5.167     2.998
   0   19    3   17      0   18    2   16   152.887044    152.887028   0.000016    4583438.272     0.471     2.998
   0   19    2   17      0   18    3   16   152.887044    152.887028   0.000016    4583438.272     0.471     2.998
   1   19    3   17      1   18    2   16   152.889206    152.889256  -0.000050    4583503.087    -1.508     2.998
   1   19    2   17      1   18    3   16   152.889206    152.889256  -0.000050    4583503.087    -1.508     2.998
   0   17    2   15      1   17    1   17   152.909729    152.909815  -0.000086    4584118.351    -2.568     2.998
   0   17    3   15      1   17    0   17   152.909729    152.909815  -0.000086    4584118.351    -2.568     2.998
   0   18    9    9      1   18    6   13   152.941486    152.941450   0.000036    4585070.402     1.068     2.998
   1   12    9    4      0   12    4    8   152.965658    152.965479   0.000179    4585795.060     5.371     2.998
   0   11   10    1      1   10    9    1   153.012403    153.012368   0.000035    4587196.440     1.050     2.998
   0   11   10    2      1   10    9    2   153.012403    153.012368   0.000035    4587196.440     1.050     2.998
   1   18    9    9      0   18    6   13   153.061223    153.060994   0.000229    4588660.027     6.859     2.998
   1   11   10    2      1   10    9    1   153.103098    153.103148  -0.000050    4589915.408    -1.500     1.499
   1   11   10    1      1   10    9    2   153.103098    153.103148  -0.000050    4589915.408    -1.500     1.499
   1   11   10    2      1   10    9    1   153.103124    153.103148  -0.000024    4589916.187    -0.721     2.998
   1   11   10    1      1   10    9    2   153.103124    153.103148  -0.000024    4589916.187    -0.721     2.998
   0   11   10    1      0   10    9    2   153.114265    153.114250   0.000015    4590250.186     0.446     1.499
   0   11   10    2      0   10    9    1   153.114265    153.114250   0.000015    4590250.186     0.446     1.499
   0   11   10    2      0   10    9    1   153.114270    153.114250   0.000020    4590250.336     0.596     2.998
   0   11   10    1      0   10    9    2   153.114270    153.114250   0.000020    4590250.336     0.596     2.998
   1   11   10    2      0   10    9    2   153.205088    153.205030   0.000058    4592972.991     1.733     2.998
   1   11   10    1      0   10    9    1   153.205088    153.205030   0.000058    4592972.991     1.733     2.998
   1   17    6   12      1   16    5   11   153.273027    153.273069  -0.000042    4595009.751    -1.261     2.998
   0   17    6   12      0   16    5   11   153.278665    153.278616   0.000049    4595178.774     1.470     2.998
   1   17    2   15      0   17    1   17   153.294291    153.294131   0.000160    4595647.230     4.811     2.998
   1   17    3   15      0   17    0   17   153.294291    153.294131   0.000160    4595647.230     4.811     2.998
   1   12    6    6      1   11    5    7   153.412703    153.412729  -0.000026    4599197.132    -0.765     2.998
   0   12    6    6      0   11    5    7   153.423818    153.423852  -0.000034    4599530.351    -1.024     2.998
   0   15    7    8      1   15    4   12   153.460938    153.460774   0.000164    4600643.181     4.902     2.998
   0    7    7    0      1    6    4    2   153.594221    153.594265  -0.000044    4604638.905    -1.319     2.998
   1   15    7    8      0   15    4   12   153.656009    153.655960   0.000049    4606491.262     1.473     2.998
   1    7    7    1      1    6    4    2   153.719581    153.719494   0.000087    4608397.103     2.605     2.998
   0    7    7    1      0    6    4    2   153.728047    153.727896   0.000151    4608650.907     4.512     2.998
   0    9    4    5      1    8    1    7   153.847411    153.847398   0.000013    4612229.350     0.404     2.998
   1    7    7    0      0    6    4    2   153.853451    153.853438   0.000013    4612410.425     0.388     2.998
   1   12    5    7      0   12    2   11   153.874735    153.874973  -0.000238    4613048.503    -7.133     2.998
   1   10    6    5      1    9    3    6   154.073870    154.074007  -0.000137    4619018.420    -4.118     1.499
   1   10    6    5      1    9    3    6   154.074025    154.074007   0.000018    4619023.067     0.528     2.998
   0   10    6    5      0    9    3    6   154.114087    154.114099  -0.000012    4620224.095    -0.354     2.998
   0   21    5   16      1   21    4   18   154.127635    154.127421   0.000214    4620630.254     6.403     2.998
   1    9    4    5      0    8    1    7   154.137250    154.137319  -0.000069    4620918.505    -2.066     1.499
   1    9    4    5      0    8    1    7   154.137358    154.137319   0.000039    4620921.742     1.172     2.998
   0    8    4    5      1    7    1    7   154.265660    154.265695  -0.000035    4624768.140    -1.036     2.998
   1   21    5   16      0   21    4   18   154.303444    154.303443   0.000001    4625900.875     0.033     2.998
   1   21    6   16      0   21    3   18   154.307766    154.307515   0.000251    4626030.446     7.534     2.998
   1   15    7    9      1   14    6    8   154.468219    154.468180   0.000039    4630840.706     1.182     2.998
   0   15    7    9      0   14    6    8   154.489637    154.489673  -0.000036    4631482.801    -1.069     2.998
   1   10    3    7      1    9    2    8   154.507940    154.507959  -0.000019    4632031.511    -0.559     2.998
   0   10    3    7      0    9    2    8   154.538123    154.538158  -0.000035    4632936.375    -1.057     2.998
   1    8    4    5      0    7    1    7   154.572894    154.572896  -0.000002    4633978.783    -0.054     2.998
   0   17    6   11      0   16    7   10   154.848991    154.849089  -0.000098    4642255.963    -2.940     2.998
   0   22   10   13      1   21   11   11   154.934822    154.934663   0.000159    4644829.112     4.779     2.998
   0    7    7    1      1    6    4    3   154.958624    154.958631  -0.000007    4645542.678    -0.215     2.998
   1   22   10   13      0   21   11   11   154.970678    154.970460   0.000218    4645904.048     6.536     2.998
   1    7    7    0      1    6    4    3   155.084137    155.084173  -0.000036    4649305.463    -1.071     2.998
   0    7    7    0      0    6    4    3   155.091541    155.091628  -0.000087    4649527.429    -2.598     2.998
   1   18    4   14      1   17    5   13   155.129486    155.129507  -0.000021    4650664.992    -0.633     2.998
   0   18    4   14      0   17    5   13   155.131801    155.131854  -0.000053    4650734.394    -1.592     2.998
   1   18    5   14      1   17    4   13   155.151827    155.151785   0.000042    4651334.758     1.269     2.998
   0   18    5   14      0   17    4   13   155.154325    155.154244   0.000081    4651409.646     2.424     2.998
   1   13    9    5      0   13    4    9   155.161786    155.161538   0.000248    4651633.321     7.431     2.998
   1    7    7    1      0    6    4    3   155.216943    155.216857   0.000086    4653286.887     2.585     2.998
   0   13    4    9      1   12    3    9   155.270168    155.270164   0.000004    4654882.532     0.115     2.998
   0   13    4    9      1   12    3    9   155.270168    155.270164   0.000004    4654882.532     0.115     1.499
