 nu1  nu2  nu3a  nu3b  nu4a  nu4b  J  Ka  Kc inv      E"        E/Mhz
   0    0     0     0     0     0 25  10  15   s 3352.766267 100513400.00
   0    0     0     0     0     0 25  10  15   a 3352.788015 100514100.00
   0    0     0     0     0     0 25  11  15   s 3361.115534 100763700.00
   0    0     0     0     0     0 25  11  15   a 3361.125049 100764000.00
   0    0     0     0     0     0 22  20   3   s 3371.301552 101069100.00
   0    0     0     0     0     0 22  20   2   s 3371.301552 101069100.00
   0    0     0     0     0     0 22  20   3   a 3371.316673 101069500.00
   0    0     0     0     0     0 22  20   2   a 3371.316673 101069500.00
   0    0     0     0     0     0 24  15  10   s 3376.948434 101238400.00
   0    0     0     0     0     0 24  15   9   s 3376.951334 101238500.00
   0    0     0     0     0     0 24  15  10   a 3376.980430 101239300.00
   0    0     0     0     0     0 24  15   9   a 3376.983320 101239400.00
   0    0     0     0     0     0 26   7  19   s 3390.034171 101630700.00
   0    0     0     0     0     0 26   8  19   s 3390.040262 101630900.00
   0    0     0     0     0     0 26   7  19   a 3390.057322 101631400.00
   0    0     0     0     0     0 26   8  19   a 3390.063368 101631500.00
   0    0     0     0     0     0 25  11  14   s 3391.220982 101666200.00
   0    0     0     0     0     0 25  11  14   a 3391.243717 101666900.00
   0    0     0     0     0     0 23  18   6   s 3399.147527 101903900.00
   0    0     0     0     0     0 23  18   5   s 3399.147527 101903900.00
   0    0     0     0     0     0 23  18   6   a 3399.171052 101904600.00
   0    0     0     0     0     0 23  18   5   a 3399.171052 101904600.00
   0    0     0     0     0     0 25  12  14   s 3417.081819 102441500.00
   0    0     0     0     0     0 25  12  14   a 3417.085233 102441600.00
   0    0     0     0     0     0 25  12  13   s 3427.941780 102767100.00
   0    0     0     0     0     0 25  12  13   a 3427.953835 102767500.00
   0    0     0     0     0     0 27   5  22   s 3439.427421 103111400.00
   0    0     0     0     0     0 27   6  22   s 3439.427428 103111400.00
   0    0     0     0     0     0 27   5  22   a 3439.476481 103112900.00
   0    0     0     0     0     0 27   6  22   a 3439.476487 103112900.00
   0    0     0     0     0     0 28   3  25   s 3451.709763 103479700.00
   0    0     0     0     0     0 28   4  25   s 3451.709763 103479700.00
   0    0     0     0     0     0 28   3  25   a 3451.828219 103483200.00
   0    0     0     0     0     0 28   4  25   a 3451.828219 103483200.00
   0    0     0     0     0     0 24  16   9   s 3452.842843 103513600.00
   0    0     0     0     0     0 24  16   8   s 3452.843091 103513600.00
   0    0     0     0     0     0 24  16   9   a 3452.871329 103514500.00
   0    0     0     0     0     0 24  16   8   a 3452.871576 103514500.00
   0    0     0     0     0     0 26   8  18   s 3467.066623 103940000.00
   0    0     0     0     0     0 26   8  18   a 3467.082580 103940500.00
   0    0     0     0     0     0 26   9  18   s 3467.140791 103942300.00
   0    0     0     0     0     0 26   9  18   a 3467.156393 103942700.00
   0    0     0     0     0     0 22  21   2   s 3468.207458 103974200.00
   0    0     0     0     0     0 22  21   1   s 3468.207458 103974200.00
   0    0     0     0     0     0 22  21   2   a 3468.221485 103974700.00
   0    0     0     0     0     0 22  21   1   a 3468.221485 103974700.00
   0    0     0     0     0     0 25  13  13   a 3474.866969 104173900.00
   0    0     0     0     0     0 25  13  13   s 3474.869858 104174000.00
   0    0     0     0     0     0 25  13  12   a 3477.033562 104238800.00
   0    0     0     0     0     0 25  13  12   s 3477.034269 104238900.00
   0    0     0     0     0     0 23  19   5   s 3488.982943 104597100.00
   0    0     0     0     0     0 23  19   4   s 3488.982943 104597100.00
   0    0     0     0     0     0 23  19   5   a 3489.001808 104597600.00
   0    0     0     0     0     0 23  19   4   a 3489.001808 104597600.00
   0    0     0     0     0     0 24  17   8   s 3533.770132 105939800.00
   0    0     0     0     0     0 24  17   7   s 3533.770147 105939800.00
   0    0     0     0     0     0 24  17   8   a 3533.796214 105940500.00
   0    0     0     0     0     0 24  17   7   a 3533.796230 105940500.00
   0    0     0     0     0     0 27   6  21   s 3534.410043 105958900.00
   0    0     0     0     0     0 27   7  21   s 3534.410181 105959000.00
   0    0     0     0     0     0 27   6  21   a 3534.441026 105959900.00
   0    0     0     0     0     0 27   7  21   a 3534.441162 105959900.00
   0    0     0     0     0     0 26   9  17   s 3536.448025 106020000.00
   0    0     0     0     0     0 26   9  17   a 3536.460865 106020400.00
   0    0     0     0     0     0 26  10  17   s 3537.134024 106040600.00
   0    0     0     0     0     0 26  10  17   a 3537.144758 106040900.00
   0    0     0     0     0     0 25  14  12   a 3538.000087 106066600.00
   0    0     0     0     0     0 25  14  12   s 3538.007434 106066800.00
   0    0     0     0     0     0 25  14  11   a 3538.281943 106075000.00
   0    0     0     0     0     0 25  14  11   s 3538.288990 106075200.00
   0    0     0     0     0     0 28   4  24   s 3564.219507 106852600.00
   0    0     0     0     0     0 28   5  24   s 3564.219507 106852600.00
   0    0     0     0     0     0 28   4  24   a 3564.293597 106854800.00
   0    0     0     0     0     0 28   5  24   a 3564.293598 106854800.00
   0    0     0     0     0     0 22  22   1   s 3568.154007 106970600.00
   0    0     0     0     0     0 22  22   0   s 3568.154007 106970600.00
   0    0     0     0     0     0 22  22   1   a 3568.173936 106971200.00
   0    0     0     0     0     0 22  22   0   a 3568.173936 106971200.00
   0    0     0     0     0     0 23  20   4   s 3582.579046 107403000.00
   0    0     0     0     0     0 23  20   3   s 3582.579046 107403000.00
   0    0     0     0     0     0 23  20   4   a 3582.592779 107403400.00
   0    0     0     0     0     0 23  20   3   a 3582.592779 107403400.00
   0    0     0     0     0     0 26  10  16   s 3595.695399 107796200.00
   0    0     0     0     0     0 26  10  16   a 3595.710637 107796700.00
   0    0     0     0     0     0 26  11  16   s 3600.207836 107931500.00
   0    0     0     0     0     0 26  11  16   a 3600.214581 107931700.00
   0    0     0     0     0     0 25  15  11   s 3607.370185 108146200.00
   0    0     0     0     0     0 25  15  10   s 3607.377437 108146500.00
   0    0     0     0     0     0 25  15  11   a 3607.406378 108147300.00
   0    0     0     0     0     0 25  15  10   a 3607.413599 108147500.00
   0    0     0     0     0     0 24  18   7   s 3619.285987 108503500.00
   0    0     0     0     0     0 24  18   6   s 3619.285988 108503500.00
   0    0     0     0     0     0 24  18   7   a 3619.309263 108504200.00
   0    0     0     0     0     0 24  18   6   a 3619.309264 108504200.00
   0    0     0     0     0     0 27   7  20   s 3622.824898 108609600.00
   0    0     0     0     0     0 27   8  20   s 3622.827190 108609600.00
   0    0     0     0     0     0 27   7  20   a 3622.843951 108610100.00
   0    0     0     0     0     0 27   8  20   a 3622.846220 108610200.00
   0    0     0     0     0     0 26  11  15   s 3640.593253 109142200.00
   0    0     0     0     0     0 26  11  15   a 3640.612989 109142800.00
   0    0     0     0     0     0 26  12  15   s 3658.457826 109677800.00
   0    0     0     0     0     0 26  12  15   a 3658.459724 109677900.00
   0    0     0     0     0     0 28   5  23   s 3670.183722 110029300.00
   0    0     0     0     0     0 28   6  23   s 3670.183724 110029300.00
   0    0     0     0     0     0 28   5  23   a 3670.228919 110030700.00
   0    0     0     0     0     0 28   6  23   a 3670.228921 110030700.00
   0    0     0     0     0     0 26  12  14   s 3676.931939 110231600.00
   0    0     0     0     0     0 26  12  14   a 3676.945926 110232100.00
   0    0     0     0     0     0 23  21   3   s 3679.621083 110312300.00
   0    0     0     0     0     0 23  21   2   s 3679.621083 110312300.00
   0    0     0     0     0     0 23  21   3   a 3679.630391 110312500.00
   0    0     0     0     0     0 23  21   2   a 3679.630391 110312500.00
   0    0     0     0     0     0 25  16  10   s 3682.572686 110400800.00
   0    0     0     0     0     0 25  16   9   s 3682.573618 110400800.00
   0    0     0     0     0     0 25  16  10   a 3682.596388 110401500.00
   0    0     0     0     0     0 25  16   9   a 3682.597318 110401500.00
   0    0     0     0     0     0 27   8  19   s 3704.461157 111057000.00
   0    0     0     0     0     0 27   8  19   a 3704.472652 111057300.00
   0    0     0     0     0     0 27   9  19   s 3704.491042 111057800.00
   0    0     0     0     0     0 27   9  19   a 3704.502345 111058200.00
   0    0     0     0     0     0 24  19   6   s 3709.011820 111193400.00
   0    0     0     0     0     0 24  19   5   s 3709.011820 111193400.00
   0    0     0     0     0     0 24  19   6   a 3709.031177 111194000.00
   0    0     0     0     0     0 24  19   5   a 3709.031177 111194000.00
   0    0     0     0     0     0 26  13  14   a 3716.420289 111415500.00
   0    0     0     0     0     0 26  13  14   s 3716.423741 111415600.00
   0    0     0     0     0     0 26  13  13   s 3721.167564 111557800.00
   0    0     0     0     0     0 26  13  13   a 3721.168540 111557800.00
   0    0     0     0     0     0 25  17   9   s 3763.027466 112812700.00
   0    0     0     0     0     0 25  17   8   s 3763.027529 112812700.00
   0    0     0     0     0     0 25  17   9   a 3763.050284 112813400.00
   0    0     0     0     0     0 25  17   8   a 3763.050347 112813400.00
   0    0     0     0     0     0 28   6  22   s 3769.628386 113010600.00
   0    0     0     0     0     0 28   7  22   s 3769.628435 113010600.00
   0    0     0     0     0     0 28   6  22   a 3769.654644 113011400.00
   0    0     0     0     0     0 28   7  22   a 3769.654691 113011400.00
   0    0     0     0     0     0 26  14  13   a 3778.584002 113279100.00
   0    0     0     0     0     0 26  14  13   s 3778.591154 113279300.00
   0    0     0     0     0     0 27   9  18   s 3778.799582 113285600.00
   0    0     0     0     0     0 27   9  18   a 3778.807290 113285800.00
   0    0     0     0     0     0 27  10  18   s 3779.101375 113294600.00
   0    0     0     0     0     0 27  10  18   a 3779.107851 113294800.00
   0    0     0     0     0     0 26  14  12   a 3779.319169 113301100.00
   0    0     0     0     0     0 26  14  12   s 3779.325569 113301300.00
   0    0     0     0     0     0 23  22   2   s 3779.796214 113315400.00
   0    0     0     0     0     0 23  22   1   s 3779.796214 113315400.00
   0    0     0     0     0     0 23  22   2   a 3779.804914 113315700.00
   0    0     0     0     0     0 23  22   1   a 3779.804914 113315700.00
   0    0     0     0     0     0 24  20   5   s 3802.605516 113999200.00
   0    0     0     0     0     0 24  20   4   s 3802.605516 113999200.00
   0    0     0     0     0     0 24  20   5   a 3802.619376 113999700.00
   0    0     0     0     0     0 24  20   4   a 3802.619376 113999700.00
   0    0     0     0     0     0 27  10  17   s 3844.253232 115247800.00
   0    0     0     0     0     0 27  10  17   a 3844.261959 115248100.00
   0    0     0     0     0     0 27  11  17   s 3846.519469 115315800.00
   0    0     0     0     0     0 27  11  17   a 3846.522533 115315800.00
   0    0     0     0     0     0 26  15  12   s 3846.886256 115326700.00
   0    0     0     0     0     0 26  15  11   s 3846.894443 115327000.00
   0    0     0     0     0     0 26  15  12   a 3846.969316 115329200.00
   0    0     0     0     0     0 26  15  11   a 3846.977412 115329500.00
   0    0     0     0     0     0 25  18   8   s 3848.239326 115367300.00
   0    0     0     0     0     0 25  18   7   s 3848.239330 115367300.00
   0    0     0     0     0     0 25  18   8   a 3848.261228 115368000.00
   0    0     0     0     0     0 25  18   7   a 3848.261231 115368000.00
   0    0     0     0     0     0 28   7  21   s 3862.506326 115795000.00
   0    0     0     0     0     0 28   8  21   s 3862.507181 115795100.00
   0    0     0     0     0     0 28   7  21   a 3862.520183 115795400.00
   0    0     0     0     0     0 28   8  21   a 3862.521027 115795500.00
   0    0     0     0     0     0 23  23   1   s 3882.785406 116403000.00
   0    0     0     0     0     0 23  23   0   s 3882.785406 116403000.00
   0    0     0     0     0     0 23  23   1   a 3882.803814 116403500.00
   0    0     0     0     0     0 23  23   0   a 3882.803814 116403500.00
   0    0     0     0     0     0 27  11  16   s 3896.685133 116819700.00
   0    0     0     0     0     0 27  11  16   a 3896.699809 116820100.00
   0    0     0     0     0     0 24  21   4   s 3899.743859 116911400.00
   0    0     0     0     0     0 24  21   3   s 3899.743859 116911400.00
   0    0     0     0     0     0 24  21   4   a 3899.750962 116911600.00
   0    0     0     0     0     0 24  21   3   a 3899.750962 116911600.00
   0    0     0     0     0     0 27  12  16   a 3907.869547 117155000.00
   0    0     0     0     0     0 27  12  16   s 3907.870288 117155000.00
   0    0     0     0     0     0 26  16  11   s 3921.269381 117556700.00
   0    0     0     0     0     0 26  16  10   s 3921.272708 117556800.00
   0    0     0     0     0     0 26  16  11   a 3921.286372 117557200.00
   0    0     0     0     0     0 26  16  10   a 3921.289690 117557300.00
   0    0     0     0     0     0 27  12  15   s 3935.867523 117994300.00
   0    0     0     0     0     0 27  12  15   a 3935.881812 117994800.00
   0    0     0     0     0     0 25  19   7   s 3937.797031 118052200.00
   0    0     0     0     0     0 25  19   6   s 3937.797031 118052200.00
   0    0     0     0     0     0 25  19   7   a 3937.816745 118052800.00
   0    0     0     0     0     0 25  19   6   a 3937.816745 118052800.00
   0    0     0     0     0     0 28   8  20   s 3948.663470 118378000.00
   0    0     0     0     0     0 28   8  20   a 3948.669461 118378100.00
   0    0     0     0     0     0 28   9  20   s 3948.675336 118378300.00
   0    0     0     0     0     0 28   9  20   a 3948.681221 118378500.00
   0    0     0     0     0     0 27  13  15   a 3966.818605 118922200.00
   0    0     0     0     0     0 27  13  15   s 3966.823817 118922400.00
   0    0     0     0     0     0 27  13  14   s 3976.143090 119201800.00
   0    0     0     0     0     0 27  13  14   a 3976.145857 119201900.00
   0    0     0     0     0     0 24  22   3   s 4000.110808 119920300.00
   0    0     0     0     0     0 24  22   2   s 4000.110808 119920300.00
   0    0     0     0     0     0 24  22   3   a 4000.112026 119920300.00
   0    0     0     0     0     0 24  22   2   a 4000.112026 119920300.00
   0    0     0     0     0     0 26  17  10   s 4001.148460 119951400.00
   0    0     0     0     0     0 26  17   9   s 4001.148689 119951400.00
   0    0     0     0     0     0 26  17  10   a 4001.165033 119951900.00
   0    0     0     0     0     0 26  17   9   a 4001.165261 119951900.00
   0    0     0     0     0     0 28   9  19   s 4027.735767 120748500.00
   0    0     0     0     0     0 28   9  19   a 4027.737549 120748500.00
   0    0     0     0     0     0 28  10  19   s 4027.865098 120752400.00
   0    0     0     0     0     0 28  10  19   a 4027.866145 120752400.00
   0    0     0     0     0     0 27  14  14   a 4028.318657 120766000.00
   0    0     0     0     0     0 27  14  14   s 4028.326822 120766200.00
   0    0     0     0     0     0 27  14  13   a 4030.087353 120819000.00
   0    0     0     0     0     0 27  14  13   s 4030.093770 120819200.00
   0    0     0     0     0     0 25  20   6   s 4031.338770 120856500.00
   0    0     0     0     0     0 25  20   5   s 4031.338770 120856500.00
   0    0     0     0     0     0 25  20   6   a 4031.353855 120856900.00
   0    0     0     0     0     0 25  20   5   a 4031.353855 120856900.00
   0    0     0     0     0     0 26  18   9   s 4085.976204 122494500.00
   0    0     0     0     0     0 26  18   8   s 4085.976217 122494500.00
   0    0     0     0     0     0 26  18   9   a 4085.994390 122495000.00
   0    0     0     0     0     0 26  18   8   a 4085.994402 122495000.00
   0    0     0     0     0     0 27  15  13   a 4095.491571 122779700.00
   0    0     0     0     0     0 27  15  13   s 4095.499499 122780000.00
   0    0     0     0     0     0 27  15  12   a 4095.719693 122786600.00
   0    0     0     0     0     0 27  15  12   s 4095.727381 122786800.00
   0    0     0     0     0     0 28  10  18   s 4098.714345 122876400.00
   0    0     0     0     0     0 28  10  18   a 4098.716144 122876400.00
   0    0     0     0     0     0 28  11  18   a 4099.792286 122908700.00
   0    0     0     0     0     0 28  11  18   s 4099.794240 122908700.00
   0    0     0     0     0     0 24  23   2   a 4103.389191 123016500.00
   0    0     0     0     0     0 24  23   1   a 4103.389191 123016500.00
   0    0     0     0     0     0 24  23   2   s 4103.389730 123016500.00
   0    0     0     0     0     0 24  23   1   s 4103.389730 123016500.00
   0    0     0     0     0     0 25  21   5   s 4128.529980 123770200.00
   0    0     0     0     0     0 25  21   4   s 4128.529980 123770200.00
   0    0     0     0     0     0 25  21   5   a 4128.537334 123770400.00
   0    0     0     0     0     0 25  21   4   a 4128.537334 123770400.00
   0    0     0     0     0     0 28  11  17   s 4158.507000 124668900.00
   0    0     0     0     0     0 28  11  17   a 4158.514701 124669100.00
   0    0     0     0     0     0 28  12  17   a 4164.876468 124859900.00
   0    0     0     0     0     0 28  12  17   s 4164.881363 124860000.00
   0    0     0     0     0     0 27  16  12   s 4168.921075 124981100.00
   0    0     0     0     0     0 27  16  11   s 4168.926466 124981300.00
   0    0     0     0     0     0 27  16  12   a 4168.943630 124981800.00
   0    0     0     0     0     0 27  16  11   a 4168.948993 124981900.00
   0    0     0     0     0     0 26  19   8   s 4175.301112 125172400.00
   0    0     0     0     0     0 26  19   7   s 4175.301113 125172400.00
   0    0     0     0     0     0 26  19   8   a 4175.320004 125172900.00
   0    0     0     0     0     0 26  19   7   a 4175.320004 125172900.00
   0    0     0     0     0     0 28  12  16   s 4203.358783 126013500.00
   0    0     0     0     0     0 28  12  16   a 4203.371184 126013900.00
   0    0     0     0     0     0 24  24   1   s 4209.253027 126190200.00
   0    0     0     0     0     0 24  24   0   s 4209.253027 126190200.00
   0    0     0     0     0     0 24  24   1   a 4209.266755 126190600.00
   0    0     0     0     0     0 24  24   0   a 4209.266755 126190600.00
   0    0     0     0     0     0 28  13  16   a 4225.703130 126683400.00
   0    0     0     0     0     0 28  13  16   s 4225.711785 126683700.00
   0    0     0     0     0     0 25  22   4   a 4229.046474 126783600.00
   0    0     0     0     0     0 25  22   3   a 4229.046474 126783600.00
   0    0     0     0     0     0 25  22   4   s 4229.049439 126783700.00
   0    0     0     0     0     0 25  22   3   s 4229.049439 126783700.00
   0    0     0     0     0     0 28  13  15   s 4241.998682 127171900.00
   0    0     0     0     0     0 28  13  15   a 4242.002868 127172000.00
   0    0     0     0     0     0 27  17  11   s 4248.112219 127355200.00
   0    0     0     0     0     0 27  17  10   s 4248.113031 127355200.00
   0    0     0     0     0     0 27  17  11   a 4248.118336 127355400.00
   0    0     0     0     0     0 27  17  10   a 4248.119146 127355400.00
   0    0     0     0     0     0 26  20   7   s 4268.736620 127973500.00
   0    0     0     0     0     0 26  20   6   s 4268.736620 127973500.00
   0    0     0     0     0     0 26  20   7   a 4268.753318 127974000.00
   0    0     0     0     0     0 26  20   6   a 4268.753318 127974000.00
   0    0     0     0     0     0 28  14  15   a 4287.071746 128523200.00
   0    0     0     0     0     0 28  14  15   s 4287.082912 128523500.00
   0    0     0     0     0     0 28  14  14   a 4290.966644 128639900.00
   0    0     0     0     0     0 28  14  14   s 4290.973965 128640200.00
   0    0     0     0     0     0 27  18  10   s 4332.466229 129884100.00
   0    0     0     0     0     0 27  18   9   s 4332.466251 129884100.00
   0    0     0     0     0     0 27  18  10   a 4332.477013 129884400.00
   0    0     0     0     0     0 27  18   9   a 4332.477034 129884400.00
   0    0     0     0     0     0 25  23   3   a 4332.566452 129887100.00
   0    0     0     0     0     0 25  23   2   a 4332.566452 129887100.00
   0    0     0     0     0     0 25  23   3   s 4332.579401 129887500.00
   0    0     0     0     0     0 25  23   2   s 4332.579401 129887500.00
   0    0     0     0     0     0 28  15  14   a 4353.167911 130504700.00
   0    0     0     0     0     0 28  15  14   s 4353.177578 130505000.00
   0    0     0     0     0     0 28  15  13   a 4353.757057 130522400.00
   0    0     0     0     0     0 28  15  13   s 4353.766124 130522600.00
   0    0     0     0     0     0 26  21   6   s 4365.933408 130887400.00
   0    0     0     0     0     0 26  21   5   s 4365.933408 130887400.00
   0    0     0     0     0     0 26  21   6   a 4365.943382 130887700.00
   0    0     0     0     0     0 26  21   5   a 4365.943382 130887700.00
   0    0     0     0     0     0 27  19   9   s 4421.486864 132552800.00
   0    0     0     0     0     0 27  19   8   s 4421.486865 132552800.00
   0    0     0     0     0     0 27  19   9   a 4421.502660 132553300.00
   0    0     0     0     0     0 27  19   8   a 4421.502661 132553300.00
   0    0     0     0     0     0 28  16  13   a 4425.516530 132673600.00
   0    0     0     0     0     0 28  16  12   a 4425.520782 132673800.00
   0    0     0     0     0     0 28  16  13   s 4425.584519 132675700.00
   0    0     0     0     0     0 28  16  12   s 4425.588695 132675800.00
   0    0     0     0     0     0 25  24   2   a 4438.782049 133071300.00
   0    0     0     0     0     0 25  24   1   a 4438.782049 133071300.00
   0    0     0     0     0     0 25  24   2   s 4438.797875 133071800.00
   0    0     0     0     0     0 25  24   1   s 4438.797875 133071800.00
   0    0     0     0     0     0 26  22   5   a 4466.559737 133904100.00
   0    0     0     0     0     0 26  22   4   a 4466.559737 133904100.00
   0    0     0     0     0     0 26  22   5   s 4466.562948 133904200.00
   0    0     0     0     0     0 26  22   4   s 4466.562948 133904200.00
   0    0     0     0     0     0 28  17  12   a 4503.890218 135023200.00
   0    0     0     0     0     0 28  17  11   a 4503.891161 135023300.00
   0    0     0     0     0     0 28  17  12   s 4503.902650 135023600.00
   0    0     0     0     0     0 28  17  11   s 4503.903601 135023600.00
   0    0     0     0     0     0 27  20   8   s 4514.756855 135349000.00
   0    0     0     0     0     0 27  20   7   s 4514.756855 135349000.00
   0    0     0     0     0     0 27  20   8   a 4514.774711 135349500.00
   0    0     0     0     0     0 27  20   7   a 4514.774711 135349500.00
   0    0     0     0     0     0 25  25   1   s 4547.371324 136326800.00
   0    0     0     0     0     0 25  25   0   s 4547.371324 136326800.00
   0    0     0     0     0     0 25  25   0   a 4547.373261 136326800.00
   0    0     0     0     0     0 25  25   1   a 4547.373261 136326800.00
   0    0     0     0     0     0 26  23   4   a 4570.284461 137013700.00
   0    0     0     0     0     0 26  23   3   a 4570.284461 137013700.00
   0    0     0     0     0     0 26  23   4   s 4570.303736 137014300.00
   0    0     0     0     0     0 26  23   3   s 4570.303736 137014300.00
   0    0     0     0     0     0 28  18  11   a 4587.675950 137535100.00
   0    0     0     0     0     0 28  18  10   a 4587.676367 137535100.00
   0    0     0     0     0     0 28  18  11   s 4587.682402 137535300.00
   0    0     0     0     0     0 28  18  10   s 4587.682821 137535300.00
   0    0     0     0     0     0 27  21   7   s 4611.907995 138261500.00
   0    0     0     0     0     0 27  21   6   s 4611.907995 138261500.00
   0    0     0     0     0     0 27  21   7   a 4611.922598 138262000.00
   0    0     0     0     0     0 27  21   6   a 4611.922598 138262000.00
   0    0     0     0     0     0 28  19  10   s 4676.316224 140192400.00
   0    0     0     0     0     0 28  19   9   s 4676.316238 140192400.00
   0    0     0     0     0     0 28  19  10   a 4676.327996 140192800.00
   0    0     0     0     0     0 28  19   9   a 4676.328010 140192800.00
   0    0     0     0     0     0 26  24   3   a 4676.800902 140207000.00
   0    0     0     0     0     0 26  24   2   a 4676.800902 140207000.00
   0    0     0     0     0     0 26  24   3   s 4676.837143 140208100.00
   0    0     0     0     0     0 26  24   2   s 4676.837143 140208100.00
   0    0     0     0     0     0 27  22   6   s 4712.598939 141280200.00
   0    0     0     0     0     0 27  22   5   s 4712.598939 141280200.00
   0    0     0     0     0     0 27  22   6   a 4712.605935 141280400.00
   0    0     0     0     0     0 27  22   5   a 4712.605935 141280400.00
   0    0     0     0     0     0 28  20   9   s 4769.356836 142981700.00
   0    0     0     0     0     0 28  20   8   s 4769.356836 142981700.00
   0    0     0     0     0     0 28  20   9   a 4769.375292 142982300.00
   0    0     0     0     0     0 28  20   8   a 4769.375293 142982300.00
   0    0     0     0     0     0 26  25   2   a 4785.792621 143474500.00
   0    0     0     0     0     0 26  25   1   a 4785.792621 143474500.00
   0    0     0     0     0     0 26  25   2   s 4785.836524 143475800.00
   0    0     0     0     0     0 26  25   1   s 4785.836524 143475800.00
   0    0     0     0     0     0 27  23   5   a 4816.491764 144394800.00
   0    0     0     0     0     0 27  23   4   a 4816.491764 144394800.00
   0    0     0     0     0     0 27  23   5   s 4816.511796 144395400.00
   0    0     0     0     0     0 27  23   4   s 4816.511796 144395400.00
   0    0     0     0     0     0 28  21   8   s 4866.407525 145891200.00
   0    0     0     0     0     0 28  21   7   s 4866.407525 145891200.00
   0    0     0     0     0     0 28  21   8   a 4866.428007 145891800.00
   0    0     0     0     0     0 28  21   7   a 4866.428007 145891800.00
   0    0     0     0     0     0 26  26   1   a 4896.938639 146806500.00
   0    0     0     0     0     0 26  26   0   a 4896.938639 146806500.00
   0    0     0     0     0     0 26  26   1   s 4896.962113 146807200.00
   0    0     0     0     0     0 26  26   0   s 4896.962113 146807200.00
   0    0     0     0     0     0 27  24   4   a 4923.271108 147596000.00
   0    0     0     0     0     0 27  24   3   a 4923.271108 147596000.00
   0    0     0     0     0     0 27  24   4   s 4923.317997 147597400.00
   0    0     0     0     0     0 27  24   3   s 4923.317997 147597400.00
   0    0     0     0     0     0 28  22   7   s 4967.113609 148910300.00
   0    0     0     0     0     0 28  22   6   s 4967.113609 148910300.00
   0    0     0     0     0     0 28  22   7   a 4967.129884 148910800.00
   0    0     0     0     0     0 28  22   6   a 4967.129884 148910800.00
   0    0     0     0     0     0 27  25   3   a 5032.624417 150874300.00
   0    0     0     0     0     0 27  25   2   a 5032.624417 150874300.00
   0    0     0     0     0     0 27  25   3   s 5032.700108 150876600.00
   0    0     0     0     0     0 27  25   2   s 5032.700108 150876600.00
   0    0     0     0     0     0 28  23   6   a 5071.134448 152028800.00
   0    0     0     0     0     0 28  23   5   a 5071.134448 152028800.00
   0    0     0     0     0     0 28  23   6   s 5071.154351 152029400.00
   0    0     0     0     0     0 28  23   5   s 5071.154351 152029400.00
   0    0     0     0     0     0 27  26   2   a 5144.235469 154220300.00
   0    0     0     0     0     0 27  26   1   a 5144.235469 154220300.00
   0    0     0     0     0     0 27  26   2   s 5144.328179 154223100.00
   0    0     0     0     0     0 27  26   1   s 5144.328179 154223100.00
   0    0     0     0     0     0 28  24   5   a 5178.139094 155236700.00
   0    0     0     0     0     0 28  24   4   a 5178.139094 155236700.00
   0    0     0     0     0     0 28  24   5   s 5178.188265 155238200.00
   0    0     0     0     0     0 28  24   4   s 5178.188265 155238200.00
   0    0     0     0     0     0 27  27   1   a 5257.785712 157624500.00
   0    0     0     0     0     0 27  27   0   a 5257.785712 157624500.00
   0    0     0     0     0     0 27  27   1   s 5257.858000 157626600.00
   0    0     0     0     0     0 27  27   0   s 5257.858000 157626600.00
   0    0     0     0     0     0 28  25   4   a 5287.815472 158524700.00
   0    0     0     0     0     0 28  25   3   a 5287.815472 158524700.00
   0    0     0     0     0     0 28  25   4   s 5287.908577 158527500.00
   0    0     0     0     0     0 28  25   3   s 5287.908577 158527500.00
   0    0     0     0     0     0 28  26   3   a 5399.850752 161883500.00
   0    0     0     0     0     0 28  26   2   a 5399.850752 161883500.00
   0    0     0     0     0     0 28  26   3   s 5399.991841 161887700.00
   0    0     0     0     0     0 28  26   2   s 5399.991841 161887700.00
   0    0     0     0     0     0 28  27   2   a 5513.931933 165303500.00
   0    0     0     0     0     0 28  27   1   a 5513.931933 165303500.00
   0    0     0     0     0     0 28  27   2   s 5514.106555 165308800.00
   0    0     0     0     0     0 28  27   1   s 5514.106555 165308800.00
   0    0     0     0     0     0 28  28   1   a 5629.747905 168775600.00
   0    0     0     0     0     0 28  28   0   a 5629.747905 168775600.00
   0    0     0     0     0     0 28  28   0   s 5629.907179 168780400.00
   0    0     0     0     0     0 28  28   1   s 5629.907179 168780400.00
